Company,0
Aave,0.0032827335522787886
Algorand,0.0029063514219053966
Aptos,0.0015649812363526126
Arbitrum,-0.0003052939281386406
Avalanche,0.002973599395101897
BNB,0.0023761074717763247
Bitcoin,0.0025577487133283026
Bitcoin Cash,0.0016408787218648662
Cardano,0.0026992327459948113
Celo,0.0010526834150254181
Chainlink,0.0022518516076388603
Cosmos,4.535256284849896e-05
Cronos,0.001863912183633415
Dash,0.0007263168880229008
Decentraland,0.0010876238157046796
Dogecoin,0.0035091481110162874
EOS,0.0009256063194147487
Ethereum,0.0011024000465917401
Ethereum Classic,0.0011601919036422195
Fantom,0.0040588765692885975
Filecoin,0.0011419394665376603
Hedera,0.0048025267784757835
IOTA,0.0020277070403015565
Internet Computer,0.0027888949609292763
Kusama,0.002151261490475218
Lido DAO,0.001233645686973002
Litecoin,0.00203404665391301
Maker,0.00104973443599447
Monero,0.0014337202158551875
Neo,0.0018536784448226389
Polkadot,0.0012248345976190217
Polygon,-0.0003554051319952269
Shiba Inu,0.003171487433975107
Smooth Love Potion,0.0022904176576101164
Solana,0.004862673053509204
Stellar,0.0029672864733105856
Sui,0.045195340516381514
TRON,0.0027411168987214497
Tether,-1.236749780175932e-06
Tezos,0.001273241708162703
Toncoin,0.0017195079103780194
UNUS SED LEO,0.002016550061866978
USD Coin,-4.2988890990597316e-07
Uniswap,0.0025210414673011994
VeChain,0.0021393399410007032
Wrapped Bitcoin,0.002540475342300725
XRP,0.003614145775034224
Zcash,0.0017365638714327957
yearn.finance,0.0011014962139777272
