Date,Company,Asset_Type,Open,High,Low,Close,Volume
2023-01-01,Bitcoin,Cryptocurrency,16547.9140625,16630.439453125,16521.234375,16625.080078125,9244361700
2023-01-01,Cardano,Cryptocurrency,0.24641400575637817,0.24977099895477295,0.2442449927330017,0.24977099895477295,113369989
2023-01-01,Dogecoin,Cryptocurrency,0.07028699666261673,0.0706849992275238,0.06928899884223938,0.07022500038146973,185279750
2023-01-01,Ethereum,Cryptocurrency,1196.713623046875,1203.475341796875,1192.8853759765625,1200.96484375,2399674550
2023-01-01,Solana,Cryptocurrency,9.96103572845459,10.052801132202148,9.7210111618042,9.982172966003418,194221164
2023-01-02,Bitcoin,Cryptocurrency,16625.509765625,16759.34375,16572.228515625,16688.470703125,12097775227
2023-01-02,Cardano,Cryptocurrency,0.24977800250053406,0.25576698780059814,0.2473679929971695,0.2538279891014099,159328803
2023-01-02,Dogecoin,Cryptocurrency,0.07022500038146973,0.0724790021777153,0.06935799866914749,0.0714540034532547,405800240
2023-01-02,Ethereum,Cryptocurrency,1201.103271484375,1219.860595703125,1195.2149658203125,1214.6566162109375,3765758498
2023-01-02,Solana,Cryptocurrency,9.983222007751465,11.372013092041016,9.845211029052734,11.272967338562012,558570124
2023-01-02,Asian Paints,Large Cap India,2999.9162232861545,2999.9162232861545,2934.922503047702,2960.424560546875,1015990
2023-01-02,Bajaj Finance,Large Cap India,647.3473528320499,651.7846157227493,639.4342099366105,646.238037109375,5793400
2023-01-02,Bharti Airtel,Large Cap India,791.4989173668766,801.2668849819494,790.8607857451805,798.6162719726562,1626846
2023-01-02,HDFC Bank,Large Cap India,1569.616353090282,1581.9166656298646,1561.4644283562995,1571.25634765625,2190689
2023-01-02,Hindustan Unilever,Large Cap India,2465.167725662707,2471.0580645245927,2430.8323182228214,2450.322509765625,681703
2023-01-02,ICICI Bank,Large Cap India,872.4014740958874,885.0874015715547,872.4014740958874,880.6473388671875,4315403
2023-01-02,Infosys,Large Cap India,1417.846763951259,1429.552896414529,1408.5287282375762,1427.211669921875,3801140
2023-01-02,Reliance Industries,Large Cap India,1164.066351583663,1177.3048023328713,1163.244668797144,1175.8896484375,5316175
2023-01-02,Tata Consultancy Services,Large Cap India,3120.9739105745166,3126.5728072808856,3096.2817059489025,3121.404541015625,709547
2023-01-02,Wipro,Large Cap India,188.08938766231074,188.52012379688978,186.89289028532403,188.11331176757812,5559512
2023-01-02,BSE Ltd,Small Cap India,177.75712613124747,183.76949768935972,177.75712613124747,181.71092224121094,2003130
2023-01-02,Dixon Technologies,Small Cap India,3923.168040324391,3956.135838982579,3885.754632748835,3893.4970703125,90036
2023-01-02,Indian Energy Exchange,Small Cap India,134.77857166136857,136.88973188056545,134.77857166136857,136.50588989257812,2871484
2023-01-02,Tanla Platforms,Small Cap India,689.7633366704725,694.2867021610501,686.0580010197987,691.9287719726562,120573
2023-01-03,Bitcoin,Cryptocurrency,16688.84765625,16760.447265625,16622.37109375,16679.857421875,13903079207
2023-01-03,Cardano,Cryptocurrency,0.25380000472068787,0.2550620138645172,0.25054800510406494,0.2527959942817688,153555529
2023-01-03,Dogecoin,Cryptocurrency,0.07145600020885468,0.07219699770212173,0.06977400183677673,0.0704680010676384,283398864
2023-01-03,Ethereum,Cryptocurrency,1214.7440185546875,1219.0953369140625,1207.4915771484375,1214.77880859375,3392972131
2023-01-03,Solana,Cryptocurrency,11.274726867675781,13.50026798248291,11.053266525268555,13.344045639038086,1149255381
2023-01-03,Asian Paints,Large Cap India,2960.1810836949458,2972.7620487404847,2938.8079350762096,2941.96533203125,860367
2023-01-03,Bajaj Finance,Large Cap India,647.3472435899805,656.7147970006504,643.896039701839,651.4147338867188,7420810
2023-01-03,Bharti Airtel,Large Cap India,795.5238202464974,803.8192311116688,793.7076917960417,802.6411743164062,1717603
2023-01-03,HDFC Bank,Large Cap India,1564.9853701770307,1585.0518065565093,1564.9853701770307,1581.530517578125,4189015
2023-01-03,Hindustan Unilever,Large Cap India,2442.325132047284,2453.770266658356,2427.9108610378344,2434.6630859375,821843
2023-01-03,ICICI Bank,Large Cap India,876.7927916486487,884.0628161348139,875.0850705742079,879.5739135742188,5846855
2023-01-03,Infosys,Large Cap India,1423.3251666418857,1435.3122916370958,1418.8768364447278,1425.853759765625,4551130
2023-01-03,Reliance Industries,Large Cap India,1170.9366586985077,1174.565828259546,1163.0621480210023,1167.28466796875,7658932
2023-01-03,Tata Consultancy Services,Large Cap India,3112.3607198548434,3177.440833308143,3105.948461290179,3169.162353515625,1245178
2023-01-03,Wipro,Large Cap India,188.11331413367935,190.3627350729801,187.46721722652458,190.0277099609375,5994422
2023-01-03,Advanced Micro Devices,Large Cap US,66.0,66.87999725341797,63.59000015258789,64.0199966430664,46851800
2023-01-03,Alphabet Inc,Large Cap US,89.05589098881593,90.50719363495864,87.99227027137619,88.58869934082031,28131200
2023-01-03,Amazon.com Inc,Large Cap US,85.45999908447266,86.95999908447266,84.20999908447266,85.81999969482422,76706000
2023-01-03,Apple Inc,Large Cap US,128.46820186736826,129.07957474592163,122.4431727057536,123.33065795898438,112117500
2023-01-03,Intel Corporation,Large Cap US,26.083711241679193,26.102997237232728,25.428003945782972,25.775142669677734,31308000
2023-01-03,Meta Platforms Inc,Large Cap US,122.14988002190493,125.68051385944831,121.61282541184728,124.05940246582031,35528500
2023-01-03,Microsoft Corporation,Large Cap US,237.84823891620616,240.46077124140547,232.29048067163205,234.42356872558594,25740000
2023-01-03,NVIDIA Corporation,Large Cap US,14.83780937810625,14.982681048455165,14.083479844395763,14.302285194396973,401277000
2023-01-03,Netflix Inc,Large Cap US,298.05999755859375,298.3900146484375,288.70001220703125,294.95001220703125,6764000
2023-01-03,Tesla Inc,Large Cap US,118.47000122070312,118.80000305175781,104.63999938964844,108.0999984741211,231402800
2023-01-03,BSE Ltd,Small Cap India,182.65852227470825,186.57963556116252,180.8123334300507,184.79879760742188,1265370
2023-01-03,Dixon Technologies,Small Cap India,3890.2000772356223,3925.1659228194044,3872.217642363963,3918.322509765625,87251
2023-01-03,Indian Energy Exchange,Small Cap India,136.74581813961498,137.99332677748598,135.88216619789276,136.88975524902344,3722704
2023-01-03,Tanla Platforms,Small Cap India,692.6507707015952,697.2222464623683,688.1274039900622,690.7740478515625,97774
2023-01-04,Bitcoin,Cryptocurrency,16680.205078125,16964.5859375,16667.763671875,16863.23828125,18421743322
2023-01-04,Cardano,Cryptocurrency,0.2527959942817688,0.2695640027523041,0.2522439956665039,0.2676770091056824,289945179
2023-01-04,Dogecoin,Cryptocurrency,0.0704680010676384,0.07325000315904617,0.07030999660491943,0.07323700189590454,343264145
2023-01-04,Ethereum,Cryptocurrency,1214.7186279296875,1264.8074951171875,1213.1688232421875,1256.526611328125,6404416893
2023-01-04,Solana,Cryptocurrency,13.351509094238281,14.09533977508545,12.922945976257324,13.435112953186035,1142852070
2023-01-04,Asian Paints,Large Cap India,2948.523625602876,2963.096230012775,2916.026765205665,2930.890869140625,836382
2023-01-04,Bajaj Finance,Large Cap India,650.305529129589,654.5455683061733,645.8682662318132,647.93896484375,6712530
2023-01-04,Bharti Airtel,Large Cap India,803.9665345044845,805.4390905625847,791.4498080106325,796.9473266601562,2970216
2023-01-04,HDFC Bank,Large Cap India,1577.3341354847369,1587.7049868342542,1550.321685458087,1553.26416015625,5175800
2023-01-04,Hindustan Unilever,Large Cap India,2442.75594419489,2450.322120791148,2420.2966195071126,2428.96435546875,1672649
2023-01-04,ICICI Bank,Large Cap India,877.2806746302692,885.9656795492845,873.1821323138736,877.3782348632812,12454582
2023-01-04,Infosys,Large Cap India,1424.4022192166497,1424.4022192166497,1396.4011270864573,1399.8662109375,7059590
2023-01-04,Reliance Industries,Large Cap India,1167.2618507099899,1169.1107276232437,1147.6325061253483,1149.7095947265625,9264891
2023-01-04,Tata Consultancy Services,Large Cap India,3164.711241578913,3184.474676932699,3145.091505464248,3172.31982421875,1231668
