Date,Aave,Algorand,Avalanche,BNB,Bitcoin,Bitcoin Cash,Cardano,Celo,Chainlink,Cosmos,Dash,Dogecoin,EOS,Ethereum,Ethereum Classic,Filecoin,Hedera,IOTA,Internet Computer,Kusama,Litecoin,Maker,Monero,Neo,Polkadot,Polygon,Shiba Inu,Smooth Love Potion,Solana,Stellar,Sui,TRON,Tether,Tezos,Toncoin,UNUS SED LEO,USD Coin,Uniswap,Wrapped Bitcoin,XRP,Zcash,yearn.finance
2023-10-01,0.06777005410585968,0.028646369423406925,0.053668140368129835,0.015016341551024492,0.037668241913332734,0.033456154046995756,0.04663704895228449,0.029608965617128113,-0.01636647054599505,0.044636782947566456,0.015432697586515998,0.016929235252307828,0.036184832152099444,0.037488026069531166,0.019346206018516554,0.031198569254239805,0.020764666982723945,0.04360724104597935,0.04602934134435155,0.03491730514715807,0.03274825600952247,-0.03399020104607531,0.01778963786027088,0.0357992529192539,0.03784843506554214,0.06610203609690912,0.14285712429602682,0.03335650853058647,0.11410715971579055,0.018311895114165866,0.018211931273076187,0.016169752662466452,-0.0003159574607556337,0.03457287480864446,-0.09100082911086826,8.96987303424801e-05,-1.5972352096937925e-05,0.037037050344604694,0.03540110604079061,0.017072043322002628,0.042012183103923295,0.060660439965978474
2023-10-02,-0.04048320109460535,-0.04592807983936131,-0.042384218658863104,-0.015084811080692817,-0.016186709920936293,0.01834294086842303,-0.024002023771468983,-0.034389830056401616,-0.0715332340838356,-0.05417475726931298,-0.02963350689865596,-0.01792923781904432,-0.02770174978323836,-0.04047897066718298,-0.03047637493550115,-0.03622087851645783,-0.016915771290463177,-0.04315485260572283,-0.054451699099354545,-0.027577278755841594,-0.03256753497549103,-0.01907366650124731,-0.019830714560016838,-0.0332855464102364,-0.03220999500446731,-0.03697062311603305,-0.12499998578914528,-0.03026226797871412,-0.01949895272406965,-0.023280362005945743,-0.015447146212400842,-0.028318374381470668,0.0004389751254183505,-0.03900414468083524,0.022204458701877927,0.00544177848214078,-5.995687634452462e-05,-0.017857105735214374,-0.014042225219059845,-0.021693900542645972,-0.027043291082785914,-0.0565235241940627
2023-10-03,-0.05865003428824145,-0.002485878712520595,0.00823473909198924,-0.00615572583821844,-0.003661597010505724,-0.06713992494652132,0.0058378621217203275,-0.02710138737940493,-0.006991157073097054,-0.011872837433661743,-0.011821286640361528,-0.0108604280278215,-0.0024313151687621604,-0.00417274556135816,-0.030371728904512008,-0.008685436159946214,-0.011137365694002588,0.007992919324083969,-0.0011159669991964716,-0.019187410749236467,-0.007841233627015498,-0.01974232576648227,0.006483580801011302,-0.024026719248651407,-0.012007299590802933,0.03432797604636062,0.0,0.13592231206965422,0.0077441534673108325,0.02423804352726089,-0.005780326816548498,0.03759443405930951,-0.0002408417855371825,-0.010464584075172811,0.3879924778292052,0.013815395476716619,6.496711114500897e-05,0.0,-0.004790787080965586,0.049831163637204634,-0.01423707923360118,-0.004554392393890994
2023-10-04,0.02238906118479944,-0.01640607207466438,0.07334396206999338,-0.00010709379886852943,0.013467601347721292,0.014358280744158014,-0.006562429855025753,-0.006686991287303323,0.035057535867247136,-0.013997281266680983,-0.0006349688882851812,0.0016615913688036166,-0.013964277486505416,-0.005340502634588518,-0.0018006772896348444,0.0019389316565889825,-0.010229719690135308,0.015083299694705232,0.013836028168494163,-0.014998819309808065,-0.015901582015491855,0.012596920238534093,0.02254619616867415,-0.002752769443634673,-0.006610009111321369,-0.005189835420676747,0.0,-0.059218583126092295,-0.01731893092179171,-0.016411357114102243,0.0,-0.020460437332315617,0.0003449599374447665,0.015086459601375557,-0.08943019590654333,0.010405238679093154,0.00029799491143878143,0.012121215862930912,0.012279710094966534,-0.0101339199469479,0.008567516681539766,0.010878586656356104
2023-10-05,0.003337737300225019,0.007731563367912253,0.0038242007137059275,-0.012808088521289673,-0.01379463216164356,-0.008945127706044609,0.0032161199507929616,-0.008557941449345075,-0.026647901981530886,-0.019018916991335177,-0.005609812601459541,-0.009188783003350132,-0.020356145301864914,-0.022066302247040315,-0.012629915873868969,-0.016339708414727427,-0.01543158083337004,-0.01789706797028856,-0.03514361083397666,-0.02725155531136325,0.006310118028693967,0.01914260977210258,-0.005618011710613602,-0.015965809752163773,-0.006072689661688835,-0.030798592812790626,0.0,-0.04153148777651405,-0.019470710618141762,-0.016258689089656553,-0.019656720483736567,-0.008123735270706867,-0.00034781991150434344,-0.018162656812411804,0.009778598894447654,0.0005076177174352381,-0.00044388014401963716,-0.011976051556825129,-0.01249409490952702,-0.017948017352229284,0.00033599256010474754,0.007307483599310993
2023-10-06,0.03193538834777443,0.006225629102452501,0.05178972224841982,0.013650365322834368,0.01935684447622399,-0.0012768934340562366,0.01815502811727865,0.030339273025875135,0.02372418776920493,0.011228293075471019,0.001803750474167476,0.008256321598777427,0.00898926043899162,0.021319022529365572,0.01765497820753925,0.024274112680825244,0.006922069281248833,0.017616431414658962,0.0055985428223723765,-0.00014014855111765812,0.010398335852202845,-0.018588942435676215,0.015830013849031266,0.014067812065333252,0.012282883015087398,0.03327914510981844,0.0,0.02234259950460471,0.03218065556779437,0.009564264344242623,0.010166631390287284,-0.011441396518830138,0.00034686814421380774,0.015862319077609044,0.06701354109564694,0.02169703780152954,4.202341866754722e-05,0.01818177969773105,0.019805776293461363,0.005401666214155165,-0.015243755109838886,0.001991785595142126
2023-10-07,-0.03227036158562213,-0.008725427323356238,-0.027569259625830678,-0.005577262813424966,0.0007958817661306572,-0.002936613317794934,-0.023169731413211436,0.0002978994623954456,-0.015578858526645978,0.007013762517766198,-0.0029946828248983426,0.00047213534231071996,-0.0007605009926935358,-0.006878172039150754,-0.004876806020669089,0.03300621167346618,-0.0044178222385833354,0.002748038639814432,0.005822734277291408,0.005943131488663322,-0.0007255314180018013,-0.02380159450278152,0.021184493671045024,0.008094111697125816,-0.0038558931792647133,-0.0006806809683270743,0.0,-0.014569493433744918,-0.005855065808115567,-0.005519617393262788,-0.0002795660094095931,0.009889312780273052,0.00011403357734773856,-0.004608708949970786,-0.16273778297539843,-0.00355416601043812,-3.09946942448347e-05,0.0,-0.0002794019554503979,-0.00814720888657905,0.009186238352618448,0.021530216471851826
2023-10-08,-0.010722519485721449,0.013933536273317948,-0.025739002207141426,-0.00397657110987748,-0.001206700034343422,-0.009689433685584059,-0.008139644443154626,-0.01659462793526645,0.021331731218426908,-0.0028308180967745455,-0.011186088730694044,-0.007273636104575654,-0.00497707091630939,-0.0005889506700414993,-0.009255751456789585,-0.015051947209625771,-0.003462806730458845,0.005403482777392332,0.0006211752370268719,0.00433174128091296,-0.0018491649049192649,-0.0031968475757224724,0.0063080129017125675,-0.0046301768653264075,-0.010393575350893913,-0.004646964535021225,0.0,-0.014784980202009135,-0.0017553080438256208,-0.003706155698216085,-0.010067125673786537,-0.0011914470116763942,-8.995353631779945e-05,-0.0003297418124252882,0.01939263447442685,-0.028496381455798137,9.000661340019533e-06,0.0,-0.0006394704653401861,-0.007558818793233946,-0.029003666971894382,-0.02403611631680902
2023-10-09,-0.04151098017319799,-0.04611909859501939,-0.05529142285004507,-0.02727414906204484,-0.012579594744121514,-0.04229065406067967,-0.019432728218658823,-0.03399478210973106,-0.05332097384978807,-0.016509223409646667,-0.02424291441726123,-0.03653615408711519,-0.04542288169931119,-0.032898895010697204,-0.030244329610982557,-0.04895476134013288,-0.032668203529410245,-0.04138836735958773,-0.055465013569997224,-0.055939185156487214,-0.03447572921829123,-0.01973061541290222,-0.015338387057318825,-0.04169798479565545,-0.03414482130452601,-0.05597261511852958,0.0,-0.056616599078006424,-0.04852483076959935,-0.042751958186604155,-0.020338940912583037,-0.020732952492390377,-0.0003789112307501785,-0.04077335808961413,-0.1447534654505549,-0.0131363176888466,-6.6997697282134e-05,-0.011904766029627312,-0.012365062319382614,-0.02844621323221419,-0.02320718854738879,-0.019087030714370012
2023-10-10,0.011913582583615856,-0.014778722159915492,-0.0005018253283911589,0.013734625868476957,-0.006984500217130485,-0.027192729083839295,-0.009938706993992241,-0.005643092401895533,-0.0022894913525380867,-0.021582374137264826,-0.009552968750815904,0.004185160341043659,0.001833454132942336,-0.007655131722261288,-0.005737687245314205,-0.010689840425618269,0.00974421954571869,-0.02704659749506455,0.017042000618006536,0.0008694481316902092,0.008081207989393269,0.0013951145614949922,-0.010272402154865912,-0.011248739799859186,-0.016709634315332345,-0.023057035712674367,0.0,-0.009399926598575581,-0.0006004444478937554,-0.0160158664613137,0.006343694945672329,0.0008816334489651911,7.032778828630626e-06,0.06704829862263928,0.12680218205129123,0.007579204162161179,7.397661313746084e-05,-0.012048196995340543,-0.006459932127944823,-0.01150774605614191,-0.004377488301610444,-0.005778880105883455
